duration,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,protocol_type,service,flag,label
4.692680899768591,204.73028191346583,303.4127313563832,0,0,0,0,0,0,47,23,0.4064569309366454,0.1552688132796024,0.14981303454135686,0.7673289794943492,0.28958461292375226,udp,http,SF,normal
30.101214309175212,780.6698461517365,283.6618962957272,0,0,0,0,1,0,50,29,0.15475716541400117,0.1799911722762974,0.5554041071471462,0.4622790447348914,0.1450308698108072,tcp,http,SF,probe
13.167456935454494,2063.1417942820585,2367.172474216309,0,0,0,0,0,0,44,23,0.4245958069485178,0.4371323340471214,0.26592269092406584,0.8656022254943808,0.24929973777547884,tcp,ssh,SF,normal
9.129425537759532,1317.6077791304738,287.0771885636066,0,0,1,0,1,0,43,31,0.1530603795752007,0.626118042934953,0.16928211893539977,0.5464099694543296,0.33211300753518636,tcp,ssh,SF,normal
1.6962487046234629,1642.7938260737574,317.38517565419477,0,0,0,0,0,0,63,28,0.27090717713039625,0.10852878923336093,0.5870507479388292,0.7334373503243382,0.1971380749055875,tcp,dns,RSTR,normal
1.695962919146052,1075.2377151704027,1424.612253597161,0,0,0,0,1,0,60,28,0.08781199791301411,0.346655405532344,0.14131089761644824,0.4115210881924807,0.3694813586696684,tcp,dns,SF,normal
0.5983876860868067,1178.5538361415322,597.364098865057,1,0,2,0,0,0,53,31,0.28026138187607835,0.38461278705958507,0.28111755208557937,0.6221849220830658,0.2263545880525859,tcp,dns,SF,r2l
20.112308644799395,1891.7719880502796,1499.2863982584597,0,0,0,0,0,0,56,27,0.23949420304290717,0.04691602532376349,0.47725639399511527,0.31789778715344263,0.6644833739656,tcp,ssh,SF,r2l
9.190821536272646,287.2395155401201,67.60043876192516,0,0,0,0,1,0,42,37,0.22807251012696395,0.14855626477620015,0.10906451396710498,0.625366406685244,0.30044862846949877,tcp,dns,SF,dos
12.312500617045902,672.2176661712414,668.5934921037367,0,0,1,0,1,0,57,31,0.4797220473789237,0.5002220211058492,0.23513370741980147,0.5826253762222554,0.4651943454343309,tcp,dns,RSTR,normal
0.20799307999138622,250.01312910612234,34.19152493794983,0,0,1,0,1,0,48,28,0.4634091324006088,0.03036207409003536,0.09760630545757983,0.47828045866416347,0.2588366678175619,tcp,ssh,S0,dos
35.03557475158312,4395.558417405329,64.70195151063191,0,0,1,0,0,0,47,33,0.280840597872182,0.10256218162831446,0.33763402493155814,0.3726701948076771,0.2613497010146378,udp,ssh,REJ,normal
17.86429543354675,2883.4637873204147,2369.125118145484,0,0,0,0,1,0,51,30,0.4079763542197651,0.6142841892261528,0.4603069883652974,0.6190237516955149,0.30887346695982926,udp,dns,REJ,normal
2.3868762524894698,40.22510120537909,149.94579904644505,0,0,0,1,1,0,38,26,0.05791904339273031,0.31532162056404106,0.20671718770153663,0.9030510705965025,0.319273890423486,icmp,dns,RSTR,normal
2.0067898874966335,1222.731563195729,760.1862810622099,0,0,0,0,1,0,50,31,0.3158754929513644,0.14892679253242092,0.2727222541789424,0.943936237029386,0.10395836426848248,tcp,smtp,SF,normal
2.0261142283225704,2593.5835574752555,529.4914219185614,0,0,2,0,1,0,44,20,0.42866689108845685,0.19238987161936222,0.44592364584120997,0.8334394886379758,0.2726949529870548,tcp,ftp,SF,normal
3.627537294604771,199.15282538785002,426.70405559453656,0,0,0,0,0,0,50,33,0.20038651707070715,0.36765472355085105,0.16898705489656682,0.5050249734691277,0.4100837098818604,udp,ssh,SF,normal
7.439278308608545,839.2029176459023,2300.9199370088268,0,0,0,0,1,0,63,30,0.15615479277255823,0.48719279061250587,0.14153454851274683,0.9070567124959628,0.3236721814888108,udp,ftp,SF,normal
5.655370667803367,2470.8652641255303,22.06504935500153,0,0,1,0,1,1,48,31,0.20770693589089312,0.47707232476099376,0.3149389171865342,0.8211503025308784,0.07511432685036559,udp,ssh,S0,normal
3.442229925539415,34.53552354421181,1090.0183808326894,0,0,0,0,0,0,56,41,0.2513756771468664,0.08968611248201097,0.292026231566285,0.8167336669467758,0.15250648844663617,tcp,smtp,SF,normal
9.463708738997987,1195.4104568928853,3307.554979468367,0,0,1,0,1,0,41,27,0.31159415164613075,0.2564989908772718,0.17958818139693794,0.6781796135960493,0.5573659984105203,tcp,ftp,S0,dos
1.5023452872733867,352.8949647452128,821.362860280852,0,1,0,0,1,0,51,35,0.670315269585564,0.16136198433515228,0.4436543372803714,0.6271103222638561,0.058784556362185186,udp,smtp,SF,normal
3.4551551200240227,2582.248671355676,2761.8064529191192,0,0,0,0,1,0,55,26,0.6817790002015405,0.14438462771820598,0.2871933932931502,0.565877865157387,0.5208108737377273,udp,http,SF,normal
4.56277218220847,3542.4699226222533,53.67283829582405,0,0,0,0,1,0,40,27,0.36288283132037175,0.2510046664166704,0.39128003930943417,0.3660295867564464,0.4287009210804081,udp,ftp,SF,dos
6.08934687859775,2887.1736812409745,542.6488522972961,0,0,1,0,1,0,44,23,0.33431552027251793,0.3578046110435294,0.4268769105664859,0.8160071501139888,0.04800822003399293,tcp,ftp,REJ,normal
15.379360110309118,642.8614051984582,301.3183465506887,1,0,0,0,0,0,67,20,0.20636454235742868,0.12429630436047676,0.20335891647752152,0.7241859277923149,0.5074797375929672,tcp,ftp,S0,normal
2.227358621286903,1980.8107067353583,1312.3785630731404,0,0,0,0,1,0,52,38,0.1227645449212802,0.13390730237155546,0.27089053539580604,0.8089345443234935,0.32390657451855964,tcp,http,RSTR,probe
